word,phonetic,class,definition,CEFR,word_book,tag
log,lɔg,vt.,"伐木,切,航行",B1,toefl,"```json
[""Tech"", ""Science"", ""Education""]
```"
log,lɔg,vi.,伐木,B1,toefl,"```json
[""Tech"", ""Science"", ""Literature""]
```"
log,lɔg,n.,日志,B1,toefl,"```json
[""Tech"", ""Science"", ""Literature"", ""Laws""]
```"
logical,'lɔdʒikəl,a.,"合乎逻辑的,合理的",A2,toefl,null
long,lɔŋ,vi.,"渴望,热望,极想ad.  长久,始终",A2,toefl,null
long,lɔŋ,n.,,A2,toefl,null
longitude,'lɔndʒitju:d,n.,"经度,经线",C2,toefl,"```json
[""Science"", ""History"", ""Travel""]
```"
loop,lu:p,n.,"环,圈,弯曲部分",B1,toefl,"```json
[""Tech"", ""Science"", ""Art"", ""Literature"", ""Education""]
```"
loop,lu:p,vt.,"使成环,以圈结,以环连结",B1,toefl,"```json
[""Tech"", ""Science"", ""Art"", ""Media"", ""Literature"", ""Education""]
```"
loop,lu:p,vi.,"打环,翻筋斗",B1,toefl,"```json
[""Tech"", ""Science"", ""Art"", ""Literature""]
```"
loop,lu:p,n.,,B1,toefl,"```json
[""Tech"", ""Science"", ""Art"", ""Literature"", ""Education""]
```"
loose,lu:s,n.,"解放,放任,放纵a. 宽松的,松的,宽的,不牢固的,不精确的,自由的,散",A2,toefl,null
loot,lu:t,n.,"洗劫,抢夺",C2,toefl,null
loot,lu:t,vt.,,C2,toefl,null
loot,lu:t,vi.,"洗劫,抢夺",C2,toefl,null
lottery,'latəri,n.,"奖券,彩票,运气",B1,toefl,null
lull,lʌl,n.,"暂停,间歇,稍息,麻痹",C2,toefl,null
lull,lʌl,vt.,"使平静,哄骗,使安静",C2,toefl,null
lull,lʌl,vi.,变平静,C2,toefl,null
luminous,'lju:minəs,a.,"发光的,明亮的",C2,toefl,"```json
[""Science"", ""Art"", ""Environment"", ""Literature""]
```"
lure,ljuə,n.,"饵,诱惑",C2,toefl,null
lure,ljuə,vt.,"引诱,诱惑",C2,toefl,null
lurk,lə:k,n.,"潜伏,潜行",C2,toefl,null
lurk,lə:k,vi.,"潜藏,潜伏,埋伏",C2,toefl,null
luster,'lʌstə,n.,"光彩,荣誉,光泽",C1,toefl,null
luster,'lʌstə,vi.,"有光泽,发亮",C1,toefl,null
luster,'lʌstə,vt.,使发光辉,C1,toefl,null
lusty,'lʌsti,a.,"健壮的,精力充沛的",C2,toefl,null
luxuriant,lʌg'zjuəriənt,a.,"繁茂的,丰富的,肥沃的,华丽的",B2,toefl,null
luxurious,lʌg'zjuəriəs,a.,"豪华的,奢侈的,放纵的",B2,toefl,"```json
[""Economy"", ""Fashion"", ""Travel"", ""Art"", ""Society""]
```"
lyric,'lirik,n.,"抒情诗,歌词a.  抒情的",A2,toefl,null
magnificent,mæg'nifisnt,a.,"华丽的,高尚的,丰富的",B1,toefl,null
maim,meim,vt.,"使残废,使不能工作,使伤残",C2,toefl,null
maintain,mein'tein,vt.,"维持,维修,保持,主张,供养,坚持",B1,toefl,null
major,'meidʒə,n.,"主修课,成年人,陆军少校a.  主要的,较多的,严重的,成年的",B1,toefl,null
major,'meidʒə,vi.,主修,B1,toefl,null
majority,mə'dʒɔriti,n.,"多数,大半",B1,toefl,null
malady,'mælədi,n.,"病,疾病,弊病",B2,toefl,null
malcontent,'mælkəntent,n.,不满现状的人,C2,toefl,null
malevolent,mə'levələnt,a.,"有恶意的,坏心肠的",C2,toefl,null
malice,'mælis,n.,"恶意,蓄意,怨恨",C2,toefl,null
malicious,mə'liʃəs,a.,"怀恶意的,恶毒的",C2,toefl,null
malign,mə'lain,vt.,"诽谤,说坏话",C2,toefl,null
malleable,'mæliəbl,a.,"有延展性的,可锻的",C2,toefl,null
mammals,'mæmlz,n.,哺乳动物,C2,toefl,null
mandate,'mændeit,n.,"命令,指令,要求",C1,toefl,
mandate,'mændeit,vt.,委任统治,C1,toefl,"```json
[""Politics"", ""Laws"", ""Society""]
```"
mandatory,'mændə'təuri,a.,"命令的,托管的",B2,toefl,null
maneuver,mə'nu:və,n.,"演习,调遣,策略",C2,toefl,"```json
[""Tech"", ""Economy"", ""Science"", ""Politics"", ""Sports"", ""Health"", ""Laws""]
```"
maneuver,mə'nu:və,vi.,,C2,toefl,null
maneuver,mə'nu:və,vt.,"调遣,演习,用计",C2,toefl,"```json
[""Tech"", ""Economy"", ""Science"", ""Art"", ""History"", ""Politics"", ""Environment"", ""Health"", ""Sports"", ""Fashion"", ""Media"", ""Literature"", ""Education"", ""Society"", ""Laws"", ""Travel""]
```"
mangle,'mæŋgl,vt.,"乱砍,损坏,轧布",C2,toefl,null
mangle,'mæŋgl,n.,轧布机,C2,toefl,null
mania,'meinjə,n.,"狂躁,热衷,狂热",A1,toefl,null
manifold,'mænifəuld,n.,"复印本,多种a.  多种的,有许多部分的,多方面的",C2,toefl,"```json
[""Tech"", ""Science"", ""Art"", ""Mathematics"", ""Engineering""]
```"
manifold,'mænifəuld,vt.,"复写,繁殖,增多",C2,toefl,"```json
[""Tech"", ""Science"", ""Mathematics"", ""Art"", ""Literature""]
```"
manipulate,mə'nipjuleit,vt.,"操纵,利用,假造,应付",B2,toefl,null
manufacture,'mænju'fæktʃə,n.,"产品,制造",B2,toefl,"```json
[""Tech"", ""Economy"", ""Science"", ""Environment""]
```"
manufacture,'mænju'fæktʃə,vt.,"制造,假造",B2,toefl,"```json
[""Tech"", ""Economy"", ""Science"", ""Environment""]
```"
manufacture,'mænju'fæktʃə,vi.,制造,B2,toefl,"```json
[""Tech"", ""Economy"", ""Science"", ""Environment""]
```"
manure,mə'njuə,n.,"肥料,粪肥",A1,toefl,null
manure,mə'njuə,vt.,施肥于,A1,toefl,null
marble,'ma:bl,n.,"大理石,石弹,雕刻品a.  大理石的,冷酷无情的,坚硬的",B1,toefl,null
margin,'ma:dʒin,n.,"页边的空白,边缘,界限,余裕,保证金,差额",B2,toefl,null
margin,'ma:dʒin,vt.,"加边于,加旁注于",B2,toefl,"```json
[""Economy"", ""Science"", ""Art"", ""Literature"", ""Education"", ""Laws""]
```"
margin,'ma:dʒin,v.,,B2,toefl,null
marine,mə'ri:n,n.,"舰队,水兵,海运业a.  海的,海产的,海运的,船舶的,海底的",B1,toefl,null
marital,'mæritl,a.,"丈夫的,婚姻的,夫妇间的",B2,toefl,null
maritime,'mæritaim,a.,"海的,海上的,海员的,沿海的",C1,toefl,"```json
[""Economy"", ""Environment"", ""History"", ""Politics"", ""Travel""]
```"
marvelous,'ma:viləs,a.,"令人惊异的,了不起的,不平常的",A2,toefl,null
mass,mæs,n.,"块,大多数,质量,弥撒,群众a.  群众的,大规模的,集中的",B2,toefl,null
mass,mæs,vt.,"使集合,",B2,toefl,null
massive,'mæsiv,a.,"大而重的,宽大的,宏伟的",B1,toefl,null
matchless,'mætʃlis,a.,"无敌的,无比的",C2,toefl,null
mathematics,'mæθi'mætiks,n.,数学,B1,toefl,"```json
[""Tech"", ""Science"", ""Education""]
```"
maxim,'mæksim,n.,"格言,座右铭",C2,toefl,null
maze,meiz,n.,"迷宫,迷惘",C2,toefl,null
maze,meiz,vt.,"使迷惘,使混乱,迷失",C2,toefl,null
mean,mi:n,vt.,意,A2,toefl,null
meander,mi'ændə,n.,"河流的曲折,漫步,迂回旅行",C2,toefl,null
meander,mi'ændə,vi.,"缓慢而弯曲地流动,漫谈",C2,toefl,null
meander,mi'ændə,vt.,使蜿蜒,C2,toefl,null
means,mi:nz,n.,"方法,手段,收入,财产,工具",B2,toefl,null
mechanical,mi'kænikəl,a.,"机械的,机械性的,力学的",B1,toefl,"```json
[""Tech"", ""Science"", ""Art"", ""History"", ""Environment"", ""Education""]
```"
mechanics,mi'kæniks,n.,"机械学,技巧,力学",B1,toefl,"```json
[""Tech"", ""Science"", ""Sports""]
```"
meddle,'medl,vi.,"干涉,干预,乱搞",C2,toefl,null
mediate,'midieit,vt.,"斡旋,调停",C2,toefl,null
mediate,'midieit,vi.,"处于中间,调解",C2,toefl,"```json
[""Politics"", ""Laws"", ""Media"", ""Society""]
```"
mediocre,'midi'əukə,a.,"不好不坏的,通常,平凡的",B2,toefl,null
meditative,'mediteitiv,a.,"默想的,耽于默想的,冥想的",C2,toefl,null
medium,'mi:djəm,n.,"媒体,方法,媒介a.  半生熟的,中的",B1,toefl,"```json
[""Media"", ""Art"", ""Literature"", ""Science""]
```"
medium,'mi:djəm,n.,"媒体,中",B1,toefl,"```json
[""Art"", ""Media"", ""Literature"", ""Science""]
```"
meek,mi:k,a.,"温顺的,谦恭的",C2,toefl,null
menace,'menəs,n.,"威胁,胁迫",C1,toefl,null
menace,'menəs,vt.,,C1,toefl,null
menace,'menəs,vi.,"威吓,胁迫",C1,toefl,null
mend,mend,n.,"改进,改良,修补处,好转",B1,toefl,null
mend,mend,vt.,"修改,改进,加快,修理",B1,toefl,null
mend,mend,vi.,"好转,改善",B1,toefl,null
menial,'miniəl,n.,仆人,A1,toefl,null
mention,'menʃən,n.,"提到,言及,陈述",A2,toefl,null
mention,'menʃən,vt.,"提到,提及",A2,toefl,null
merchandise,'mə:tʃəndaiz,n.,"商品,存货",B2,toefl,"```json
[""Economy"", ""Business"", ""Commerce""]
```  

(Note: Since ""Business"" and ""Commerce"" were not in your original list, I adjusted the answer to only include relevant domains from your provided options.)  

If strictly limited to your given choices:  
```json
[""Economy""]
```"
merchandise,'mə:tʃəndaiz,vi.,,B2,toefl,"```json
[""Economy"", ""Business"", ""Commerce""]
```  

(Note: Since ""Business"" and ""Commerce"" were not in the original list, here’s a corrected version strictly from the provided domains:)  

```json
[""Economy""]
```"
merchandise,'mə:tʃəndaiz,vt.,"交易,买卖",B2,toefl,"```json
[""Economy"", ""Business""]
```  

(Note: ""Business"" was not in the original list, so the correct answer based strictly on the provided domains would be:  

```json
[""Economy""]
```  

If the context is broader (e.g., retail, trade), ""Economy"" is the closest fit.)"
merciful,'mə:siful,a.,"仁慈的,慈悲的",B2,toefl,null
merge,mə:dʒ,vt.,"使合并,使消失,吞没",B2,toefl,"```json
[""Tech"", ""Economy"", ""Science"", ""Art"", ""Politics"", ""Media"", ""Literature"", ""Society"", ""Laws""]
```"
merge,mə:dʒ,vi.,"合并,渐渐消失",B2,toefl,"```json
[""Tech"", ""Economy"", ""Science"", ""Art"", ""History"", ""Politics"", ""Environment"", ""Health"", ""Sports"", ""Fashion"", ""Media"", ""Literature"", ""Education"", ""Society"", ""Laws"", ""Travel""]
```"
merge,mə:dʒ,v.,合并,B2,toefl,"```json
[""Tech"", ""Economy"", ""Science"", ""Art"", ""Media""]
```"
merit,'merit,n.,"优点,功绩,真相,功过,价值",C1,toefl,null
merit,'merit,vt.,值得,C1,toefl,null
merit,'merit,vi.,应受,C1,toefl,null
messy,'mesi,a.,"散乱的,污秽的,麻烦的",B1,toefl,null
metabolism,mə'tæblizəm,n.,"新陈代谢,变形",B2,toefl,"```json
[""Science"", ""Health""]
```"
methodical,mə'θɔdikl,a.,"有方法的,有系统的",A2,toefl,null
mighty,'maiti,n.,"有势力的人a.  有势力的,强大的,有力的ad.  很,极",B2,toefl,null
mimicry,'mimikri,n.,模仿,C2,toefl,null
mine,main,n.,"矿,富源,地雷",A2,toefl,null
mine,main,vt.,"挖掘,开采,在. . . 布雷,破坏",A2,toefl,null
mine,main,vi.,"开矿,埋设地雷",A2,toefl,null
minority,mai'nɔriti,n.,"少数,未成年,少数民族a.  少数的,属于少数派的",B1,toefl,null
minute,"'minit,mai'nju:t",n.,"分,分钟,笔记,备忘录,片刻",A1,toefl,null
minute,"'minit,mai'nju:t",vt.,"记录,摘录,测定时间a.  微小的,详细",A1,toefl,null
miser,'maizə,n.,"守财奴,吝啬鬼,凿井机",C2,toefl,null
miserable,'mizərəbl,a.,"悲惨的,穷困的,不幸的",B1,toefl,null
miserly,'maizəli,a.,"吝啬的,贪婪的",C2,toefl,null
misery,'mizəri,n.,"悲惨,不幸,穷困",B1,toefl,null
misgiving,mis'giviŋ,,"(U) 常 ~s 对有关未来之事的 不安,疑惑,忧虑,缺乏信心about",C2,toefl,null
mishap,mis'hæp,n.,"不幸之事,灾祸,恶运",C2,toefl,null
mitigate,'mitigeit,vt.,"镇静,缓和,减轻",C2,toefl,null
mock,mɔk,n.,"嘲笑,戏弄,模仿a.  假的,伪造的,模拟的ad.  虚伪地",B2,toefl,null
mock,mɔk,vt.,"嘲弄,模仿,",B2,toefl,null
moderate,'mɔdərit,vt.,"节制,使稳定,使缓和",B1,toefl,null
moderate,'mɔdərit,vi.,"变缓和,",B1,toefl,null
modest,'mɔdist,a.,"谦逊的,羞怯的,端庄的,适度的",B2,toefl,null
modify,'mɔdifai,vt.,"修正,变更,减轻,缓和,修饰",B1,toefl,null
modify,'mɔdifai,v.,修改,B1,toefl,null
modulate,'mɔdjuleit,vt.,"调整,使转调,调制",C2,toefl,"```json
[""Tech"", ""Science"", ""Art"", ""Media""]
```"
modulate,'mɔdjuleit,vi.,"转调,调制",C2,toefl,"```json
[""Tech"", ""Science"", ""Art"", ""Media""]
```"
moist,mɔist,a.,"潮湿的,多雨的,感伤的,含泪的",C1,toefl,null
moisten,'mɔisn,vt.,弄湿,C1,toefl,null
moisten,'mɔisn,vi.,变潮湿,C1,toefl,null
mold,məuld,n.,"模子,雏型,霉",B2,toefl,null
mold,məuld,vt.,,B2,toefl,"```json
[""Science"", ""Health"", ""Environment""]
```"
mold,məuld,vi.,"形成,塑造,发霉",B2,toefl,null
molecule,'mɔlikju:l,n.,"分子,些微",B1,toefl,"```json
[""Tech"", ""Science"", ""Health""]
```"
mollify,'mɔlifai,vt.,"平息,缓和,减轻,使镇静",C2,toefl,null
momentous,mou'mentəs,a.,"重大的,重要的",A1,toefl,null
monarch,'mɔnək,n.,"帝王,统治者,元首",C2,toefl,"```json
[""History"", ""Politics"", ""Society""]
```"
monitor,'mɔnitə,n.,"监督器,级长,监听员,告诫物,监视器,班长",B1,toefl,"```json
[""Tech"", ""Health"", ""Environment"", ""Education""]
```"
monitor,'mɔnitə,vt.,,B1,toefl,"```json
[""Tech"", ""Health"", ""Environment"", ""Media""]
```"
monitor,'mɔnitə,vi.,"监视,监听,监督",B1,toefl,"```json
[""Tech"", ""Health"", ""Environment""]
```"
monitor,'mɔnitə,n.,,B1,toefl,"```json
[""Tech"", ""Health"", ""Environment"", ""Education""]
```"
monotonous,mə'nɔtənəs,a.,"单调的,无变化的",C2,toefl,null
monster,'mɔnstə,n.,"怪物,恶人,巨物",B1,toefl,null
morale,mɔ'ra:l,n.,"士气,民心",B2,toefl,null
morbid,'mɔ:bid,a.,"不健全的,病态的,疾病的,可怕的",C2,toefl,null
moron,'mɔ:rɔn,n.,"低能者,笨人",C2,toefl,null
mortal,'mɔ:tl,n.,"凡人,人类a.  不免一死的,人类的,临终的",B2,toefl,null
mostly,'məustli,ad.,"大概,大部分,主要",A2,toefl,null
motif,mou'ti:f,n.,"主题,意念,动机,基本花纹",C2,toefl,"```json
[""Art"", ""Literature"", ""Fashion""]
```"
motion,'məuʃən,n.,"移动,手势,动作,提议,请求",B2,toefl,"```json
[""Tech"", ""Science"", ""Art"", ""History"", ""Politics"", ""Laws"", ""Sports""]
```"
motion,'məuʃən,vt.,,B2,toefl,null
motion,'məuʃən,vi.,打手势,B2,toefl,null
motivation,'məuti'veiʃən,n.,"动机,刺激,推动",B1,toefl,null
muddle,'mʌdl,vt.,"混合,使微醉,使咬字不清晰",C2,toefl,null
muddle,'mʌdl,vi.,胡乱对付,C2,toefl,null
muddle,'mʌdl,n.,"困惑,混浊状态",C2,toefl,null
multitude,'mʌltitju:d,n.,"多数,群众",C2,toefl,null
munificent,mju:'nifisnt,a.,"宽宏的,慷慨的",C2,toefl,null
mutation,mju:'teiʃən,n.,"变化,转变,元音变化",C2,toefl,"```json
[""Tech"", ""Science"", ""Health"", ""Biology""]
```  

(Note: While ""Biology"" was not in the original list, ""Science"" and ""Health"" cover its context. If strictly limited to the provided domains, the answer would be: [""Science"", ""Health""].)  

Strictly adhering to the given choices:  
```json
[""Science"", ""Health""]
```"
mutual,'mju:tjuəl,a.,"相互的,共有的",B1,toefl,null
mysterious,mis'tiəriəs,a.,"神秘的,难解的,不可思议的",A2,toefl,null
narrate,næ'reit,vt.,,B1,toefl,null
narrate,næ'reit,vi.,"说故事,说明,叙述",B1,toefl,null
nationality,'næʃə'næliti,n.,"国籍,国家,民族性",A1,toefl,null
natural,'nætʃərəl,n.,"天生的白痴a.  自然的,自然界的,本能的,天然的,天生的,物质的,正常",A2,toefl,null
naughty,'nɔ:ti,a.,"顽皮的,没规矩的,不适当的,下流的",B2,toefl,null
naval,'neivəl,a.,"海军的,军舰的,有舰队的",B2,toefl,null
navigation,'nævi'geiʃən,n.,"航行,航海,导航",B2,toefl,"```json
[""Tech"", ""Science"", ""Travel""]
```"
nearly,'niəli,ad.,"几乎,密切地",A2,toefl,null
needy,'ni:di,a.,"贫穷的,贫困的,生活艰苦的",B2,toefl,null
neglect,ni'glekt,n.,"疏忽,忽略,怠慢",B2,toefl,null
neglect,ni'glekt,vt.,"疏忽,忽视,不顾",B2,toefl,null
negligence,'neglidʒəns,n.,"疏忽,粗心大意,忽视",B1,toefl,null
negligent,'neglidʒənt,a.,"疏忽的,粗心的,不在意的",C2,toefl,null
negotiate,ni'gəuʃieit,vi.,"商议,谈判,交涉",B1,toefl,"```json
[""Economy"", ""Politics"", ""Laws"", ""Society""]
```"
negotiate,ni'gəuʃieit,vt.,"谈妥,转让,处理",B1,toefl,"```json
[""Economy"", ""Politics"", ""Laws"", ""Society""]
```"
nervous,'nə:vəs,a.,"神经紧张的,不安的,神经的",A2,toefl,null
neutral,'nju:trəl,n.,"中立者,中立国,非彩色,齿轮的空档a.  中立的,中性的,无色的",B1,toefl,null
neutralize,'nju:trəlaiz,vt.,"使中立,使成中立地带,使中和,抵销",B1,toefl,null
neutralize,'nju:trəlaiz,vi.,"中立化,变无效,中和",B1,toefl,null
nibble,'nibl,n.,"半位元组,细咬,轻咬,啃",C2,toefl,null
nibble,'nibl,vt.,,C2,toefl,null
nibble,'nibl,vi.,"一点一点地咬,细咬,吹毛求疵",C2,toefl,null
nibble,'nibl,n.,半,C2,toefl,null
nimble,'nimbl,a.,"敏捷的,伶俐的,精明的",C2,toefl,null
nocturnal,nɔk'tə:nəl,a.,"夜的,夜曲的",C2,toefl,null
nod,nɔd,n.,"点头,打盹,摆动",B2,toefl,null
nod,nɔd,vi.,"点头,打盹,",B2,toefl,null
nod,nɔd,vt.,"点头表示,点(头)",B2,toefl,null
nominate,'nɔmineit,vt.,"提名,任命,命名",C2,toefl,null
nonsense,'nɔnsəns,n.,"无意义的事,荒谬的言行,荒唐",B1,toefl,null
nostalgia,na'stældʒiə,n.,"乡愁,乡往过去,怀旧之情",C2,toefl,null
notable,'nəutəbl,n.,"著名人士,值得注意之事物a.  值得注意的,显著的,善理家的",A1,toefl,null
noted,'nəutid,a.,"著名的,显著的,扬名的",A1,toefl,null
notorious,nəu'tɔ:riəs,a.,"声名狼藉的,恶名昭张的,众人皆知的",B1,toefl,null
novelty,'nɔvəlti,n.,"新奇,新鲜,新奇的事物",B2,toefl,null
novice,'nɔvis,n.,"新手,初学者",B2,toefl,null
noxious,'nɔkʃəs,a.,"有害的,有毒的,精神不健全的",C2,toefl,null
nuclear,'nju:kliə,a.,"核子的,原子能的,核的,中心的",B1,toefl,"```json
[""Tech"", ""Science"", ""Environment"", ""Health"", ""Politics""]
```"
,nʌl,n.,"零,空,零迅号",,toefl,null
numb,nʌm,vt.,"使麻木,使昏迷,使失去知觉",C2,toefl,null
numerous,'nju:mərəs,a.,"很多的,数目众多的,多数的",B1,toefl,null
nurture,'nə:tʃə,n.,"养育,营养物,教育",C2,toefl,null
nurture,'nə:tʃə,vt.,"养育,给与营养物,教养",C2,toefl,null
nutriment,'nju:trimənt,n.,"营养物,食物,营养素",C2,toefl,"```json
[""Health"", ""Science""]
```"
oasis,'əueisis,n.,"绿洲,舒适的地方",C2,toefl,null
oath,əuθ,n.,"誓约,誓言,咒骂",B2,toefl,null
obedience,ə'bi:djəns,n.,"服从,顺从,忠实",B2,toefl,null
objective,ɔb'dʒektiv,n.,"目的,受格,实物a.  客观的,外在的,受词的",B2,toefl,"```json
[""Economy"", ""Science"", ""History"", ""Politics"", ""Environment"", ""Health"", ""Education"", ""Society"", ""Laws""]
```"
obligatory,ə'bligə'təuri,a.,"义不容辞的,义务的,必须的",C2,toefl,null
obliging,ə'blaidʒiŋ,a.,"亲切的,体贴的,殷勤的,有礼貌的",C2,toefl,null
oblivion,ə'bliviən,n.,"遗忘,忘却,赦免,大赦,湮没",C2,toefl,null
obscene,ɔb'si:n,a.,"淫秽的,猥亵的",C2,toefl,null
obscure,əb'skjuə,vt.,"使阴暗,隐藏,使含糊",C1,toefl,null
observance,əb'zə:vəns,n.,"遵守,仪式,惯例",C2,toefl,null
observation,'ɔbzə:'veiʃən,n.,"观察,注目,观测",B1,toefl,null
observe,əb'zə:v,vt.,"观察,遵守,注意到,纪念",B1,toefl,null
observe,əb'zə:v,vi.,"注意,评论",B1,toefl,null
obsolete,'ɔbsəli:t,n.,"废词,陈腐的人,废物",C1,toefl,null
obstacle,'ɔbstəkl,n.,"障碍,妨害物,阻碍",B1,toefl,null
obstinate,'ɔbstinit,a.,"倔强的,顽固的",C2,toefl,null
obstruct,əbs'trʌkt,vt.,"阻隔,妨碍,阻塞",C2,toefl,null
obstruct,əbs'trʌkt,vi.,设障碍,C2,toefl,null
obtain,əb'tein,vt.,"获得,达到",B1,toefl,null
obtain,əb'tein,vi.,流行,B1,toefl,null
obvious,'ɔbviəs,a.,"明显的,明白的,显然的",B1,toefl,null
occasional,ə'keiʒənəl,a.,"偶然的,临时的,备不时之需的",B1,toefl,null
odor,'əudə,n.,"气味,名声,味",C1,toefl,null
offensive,ə'fensiv,a.,"令人不快的,侮辱的,攻击用的",B1,toefl,null
offer,'ɔfə,n.,"出价,提议,意图,报价",A2,toefl,null
offer,'ɔfə,vt.,"提供,出价,奉献,演出,使出现,企图",A2,toefl,null
offer,'ɔfə,vi.,出,A2,toefl,"```json
[""Economy"", ""Business"", ""Media"", ""Fashion"", ""Education""]
```"
offhand,'ɔf'hænd,a.,"即时的,即席的,无准备的ad.  即时地,即席地,随便地",B2,toefl,null
offspring,'ɔæ:ɔfspriŋ,n.,"子孙,后代,产物",C2,toefl,null
omit,əu'mit,vt.,"省略,删除,疏忽,遗漏",C2,toefl,null
onset,'ɔnset,n.,"攻击,进攻,肇端",A2,toefl,null
opera,'ɔpərə,n.,歌剧,A1,toefl,"```json
[""Art"", ""Literature"", ""History""]
```"
operate,'ɔpəreit,vt.,,A2,toefl,null
operate,'ɔpəreit,vi.,"操作,运转,动手术",A2,toefl,"```json
[""Tech"", ""Economy"", ""Science"", ""Health"", ""Politics"", ""Laws""]
```"
operator,'ɔpəreitə,n.,"操作员,行家,经营者,算子",B2,toefl,"```json
[""Tech"", ""Economy"", ""Science"", ""Health"", ""Laws""]
```"
operator,'ɔpəreitə,n.,运算符,B2,toefl,"```json
[""Tech"", ""Science"", ""Economy"", ""Health""]
```"
opponent,ə'pəunənt,n.,"对手,敌手,反对者a.  敌对的,反对的",B2,toefl,null
opportunity,'ɔpə'tju:niti,n.,"机会,时机",A2,toefl,null
opposed,ə'pəuzd,a.,"反对的,敌对的,对抗的",A2,toefl,null
optimum,'ɔptimiəm,n.,最适宜a.  最适宜的,C2,toefl,null
option,'ɔpʃən,n.,"选择权,挑选",B1,toefl,null
option,'ɔpʃən,n.,选项,B1,toefl,null
opulence,apjələns,n.,"丰裕,丰富,丰饶",C2,toefl,null
oracle,'ɔrəkl,n.,"神谕,神谕处,预言",C2,toefl,null
oration,ɔ'reiʃən,n.,"演说,致辞,叙述法",C2,toefl,null
orbit,'ɔ:bit,n.,"轨道,常轨,眼眶",B1,toefl,"```json
[""Tech"", ""Science"", ""Environment""]
```"
orbit,'ɔ:bit,vt.,绕. . . 轨道而行,B1,toefl,"```json
[""Tech"", ""Science"", ""Environment""]
```"
orbit,'ɔ:bit,vi.,"进入轨道,盘旋",B1,toefl,"```json
[""Tech"", ""Science"", ""Environment""]
```"
orchestra,'ɔ:kistrə,n.,"管弦乐队,乐队演奏处",B1,toefl,"```json
[""Art"", ""Music""]
```"
ordeal,ɔ:'di:l,n.,"严酷的考验,痛苦的经验",C1,toefl,null
ore,ɔ:,n.,"矿石,含有金属的岩石",C2,toefl,null
organism,'ɔ:gənizəm,n.,"生物,有机体,社会组织",B1,toefl,null
original,ə'ridʒənəl,n.,"原物,原作",B1,toefl,null
originally,ə'ridʒənəli,ad.,"本来,原来,最初",B2,toefl,null
originate,ə'ridʒineit,vt.,"开始,发明,发起",B2,toefl,null
originate,ə'ridʒineit,vi.,"发源,发生",B2,toefl,null
originate,ə'ridʒineit,v.,发自,B2,toefl,null
ornament,"'ɔ:nəmənt,'ɔ:nəment",n.,"装饰,装饰,教堂用品",B2,toefl,null
ornament,"'ɔ:nəmənt,'ɔ:nəment",vt.,"装饰,修饰",B2,toefl,
oust,aust,vt.,"逐出,夺取,驱逐",C2,toefl,null
outcome,'autkəm,n.,"结果,出口,演变",B2,toefl,null
outfit,'autfit,n.,"用具,配备,机构",B2,toefl,null
outfit,'autfit,vt.,"配备,供应",B2,toefl,null
outfit,'autfit,vi.,得到装备,B2,toefl,null
outing,'autiŋ,n.,"郊游,远足a.  远足适用的",B2,toefl,null
output,'autput,n.,"输出,产品,生产量",B2,toefl,null
outrage,'autreidʒ,n.,"暴行,侮辱,愤怒",B2,toefl,null
outrage,'autreidʒ,vt.,"凌辱,虐待,触犯",B2,toefl,null
outrageous,aut'reidʒəs,a.,"暴虐的,极无礼的,可恶的",B2,toefl,null
outspoken,aut'spoukən,a.,"直言无讳的,坦率的,坦白无隐的",A1,toefl,null
outstanding,aut'stændiŋ,a.,"杰出的,突出的,未付的",B1,toefl,null
outwit,aut'wit,vt.,"瞒骗,以智取胜",B2,toefl,null
overbearing,'ouvə'bεəriŋ,a.,"傲慢的,骄傲自大的,蛮横的",A2,toefl,null
overdue,'əuvə'dju:,a.,"过期的,未兑的,迟到的",C2,toefl,null
overflow,'əuvə'fləu,n.,"溢值,超值,泛滥",B1,toefl,null
overflow,'əuvə'fləu,vt.,,B1,toefl,null
overflow,'əuvə'fləu,vi.,"(使)溢出,(使)充溢",B1,toefl,null
overlook,'əuvə'luk,vt.,"俯瞰,远眺,没注意到",B2,toefl,null
overlook,'əuvə'luk,n.,"眺望,俯瞰中的景色",B2,toefl,null
oxygen,'ɔksidʒən,n.,氧,B1,toefl,
pacify,'pæsifai,vt.,"使平静,安慰,绥靖",B2,toefl,null
pact,pækt,n.,"契约,协定,条约",C1,toefl,null
painstaking,'peinzteikiŋ,n.,"辛苦,苦心,工夫a.  辛苦的,勤勉的,小心的",C2,toefl,null
palatable,'pælətəbl,a.,"美味的,好吃的,可口的",A2,toefl,null
pamphlet,'pæmflit,n.,小册子,C2,toefl,null
panacea,'pænə'siə,n.,万能药,C2,toefl,null
panic,'pænik,n.,"恐慌,惊惶a.  惊慌的,没有理由的,恐慌的",B1,toefl,null
panic,'pænik,vt.,"使惊慌,使狂热",B1,toefl,null
panic,'pænik,vi.,惊,B1,toefl,null
parade,pə'reid,n.,"游行,炫耀,阅兵",B2,toefl,null
parade,pə'reid,vt.,,B2,toefl,null
parade,pə'reid,vi.,"游行,炫耀,(使)列队行进",B2,toefl,null
parallel,'pærəlel,n.,"平行,对比,相匹敌之物a.  平行的,相似的",B2,toefl,null
parallel,'pærəlel,vt.,"与. . . 平行,与. . .",B2,toefl,null
paraphrase,'pærəfreiz,n.,"释义,解述,改写",C2,toefl,null
